id_fornecedor,id_empresa,nome_fornecedor,categoria,prazo_medio_pagamento,status,data_cadastro
450,11,Vargas Ltda.,Matéria-prima,30,ativo,2024-01-19
451,11,Ferreira Pimenta - ME,Manutenção,21,ativo,2022-01-24
452,11,Macedo Aparecida S.A.,Serviços,45,ativo,2022-07-21
453,11,Rodrigues Freitas S.A.,Manutenção,30,ativo,2023-09-26
454,11,Camargo e Filhos,Tecnologia,30,ativo,2022-11-11
455,11,da Cruz - EI,Mercadorias,21,ativo,2021-05-03
456,11,da Paz Albuquerque Ltda.,Marketing,45,ativo,2024-06-11
457,11,das Neves - ME,Manutenção,15,ativo,2025-12-04
458,11,Almeida,Mercadorias,60,ativo,2024-03-09
459,12,Costela,Marketing,15,ativo,2025-08-27
460,12,Costela Nogueira - EI,Serviços,60,ativo,2025-07-08
461,12,Novaes,Energia,60,ativo,2023-09-29
462,12,Pinto,Matéria-prima,15,ativo,2026-05-04
463,12,Sales Sampaio e Filhos,Matéria-prima,60,ativo,2021-04-05
464,12,Garcia - EI,Logística,60,ativo,2020-12-25
465,12,da Cunha S.A.,Manutenção,60,ativo,2022-02-20
466,12,da Paz S.A.,Matéria-prima,45,ativo,2023-02-08
467,12,Aragão,Manutenção,45,ativo,2021-09-15
468,12,Rezende,Serviços,15,ativo,2022-01-14
469,12,Azevedo - ME,Serviços,45,ativo,2025-12-01
470,12,Ribeiro,Marketing,15,ativo,2024-07-02
471,12,Caldeira,Energia,15,ativo,2024-05-16
472,12,da Rocha e Filhos,Mercadorias,15,ativo,2022-07-11
473,12,da Conceição,Serviços,45,ativo,2021-09-08
474,12,Moraes,Energia,21,ativo,2023-08-30
475,12,Dias - ME,Manutenção,21,ativo,2026-06-10
476,12,Cirino S.A.,Serviços,60,ativo,2021-09-17
477,12,Novais,Tecnologia,21,ativo,2022-04-24
478,12,Aparecida S.A.,Energia,21,ativo,2021-02-17
479,12,Farias,Mercadorias,60,ativo,2020-06-10
480,12,Gonçalves,Logística,60,ativo,2023-11-28
481,12,Almeida Ferreira e Filhos,Matéria-prima,30,ativo,2023-07-15
482,12,Fogaça,Tecnologia,21,ativo,2022-04-06
483,12,da Costa,Energia,21,ativo,2024-10-03
484,12,Araújo,Energia,21,ativo,2022-06-08
485,12,Gomes,Serviços,15,ativo,2021-07-16
486,12,Novais Ltda.,Manutenção,15,ativo,2024-03-16
487,12,Cassiano Fernandes - ME,Mercadorias,45,ativo,2022-05-04
488,12,Borges Siqueira - ME,Marketing,15,ativo,2025-01-04
489,12,Leão da Costa - EI,Manutenção,45,ativo,2022-03-24
490,13,Lima das Neves - EI,Marketing,60,ativo,2021-05-25
491,13,Machado,Matéria-prima,21,ativo,2025-09-06
492,13,Costela Rezende S.A.,Matéria-prima,21,ativo,2022-05-08
493,13,Carvalho das Neves e Filhos,Matéria-prima,45,ativo,2024-01-07
494,13,Lopes Vargas S.A.,Serviços,45,ativo,2022-02-21
495,13,Dias Azevedo - EI,Tecnologia,15,ativo,2025-09-07
496,13,Cirino Ltda.,Serviços,45,ativo,2022-11-11
497,13,Siqueira Alves Ltda.,Matéria-prima,45,ativo,2020-03-07
498,13,Jesus,Mercadorias,45,ativo,2024-09-16
499,13,Macedo,Marketing,15,ativo,2023-12-23
500,13,Cassiano,Serviços,30,ativo,2020-09-24
501,13,Caldeira Cardoso S.A.,Marketing,30,ativo,2022-07-28
502,13,Teixeira - EI,Matéria-prima,45,ativo,2025-04-14
503,13,Pereira,Mercadorias,30,ativo,2023-08-17
504,13,Peixoto da Conceição S.A.,Mercadorias,21,ativo,2022-10-16
505,13,Fogaça S/A,Logística,60,ativo,2020-02-07
506,13,Carvalho,Logística,60,ativo,2021-09-29
507,13,Silva,Logística,45,ativo,2020-06-08
508,14,Cirino,Tecnologia,30,ativo,2024-03-02
509,14,Mendonça,Marketing,21,ativo,2024-09-13
510,14,Carvalho,Logística,21,ativo,2025-10-25
511,14,Correia Câmara S/A,Logística,21,ativo,2024-02-04
512,14,Teixeira,Matéria-prima,21,ativo,2020-05-02
513,14,da Mata - ME,Manutenção,21,ativo,2023-06-07
514,14,Souza Rios S.A.,Marketing,30,ativo,2022-12-22
515,14,Azevedo Cavalcanti - ME,Serviços,15,ativo,2020-04-15
516,14,Sales,Serviços,15,ativo,2025-04-11
517,14,Marques,Mercadorias,21,ativo,2024-07-27
518,14,Lima Guerra S/A,Mercadorias,60,ativo,2024-03-24
519,14,Silveira,Logística,21,ativo,2021-02-14
520,14,Gonçalves,Mercadorias,30,ativo,2022-07-01
521,14,Moreira S/A,Matéria-prima,45,ativo,2020-09-28
522,14,Marques,Matéria-prima,45,ativo,2025-03-17
523,14,da Cruz - EI,Marketing,60,ativo,2024-12-08
524,14,Sousa,Logística,60,ativo,2020-01-03
525,14,Novais - ME,Energia,45,ativo,2025-04-07
526,14,Correia Ltda.,Energia,21,ativo,2023-08-15
527,14,Gonçalves,Serviços,60,ativo,2021-01-29
528,14,Vasconcelos,Manutenção,45,ativo,2026-05-28
529,14,Martins,Tecnologia,21,ativo,2022-06-17
530,14,Lima da Rocha - EI,Logística,21,ativo,2022-07-12
531,14,Sales - EI,Matéria-prima,15,ativo,2024-07-12
532,14,Martins Ramos - ME,Energia,60,ativo,2021-03-07
533,14,Silveira - EI,Tecnologia,21,ativo,2022-10-23
534,14,Cirino - EI,Logística,30,ativo,2023-09-08
535,14,Gonçalves Jesus Ltda.,Manutenção,60,ativo,2025-10-30
536,14,Alves,Energia,21,ativo,2023-09-05
537,14,Marques Pastor e Filhos,Marketing,30,ativo,2021-08-17
538,14,Marques Borges Ltda.,Mercadorias,45,ativo,2020-07-15
539,14,Sales,Tecnologia,21,ativo,2020-02-28
540,14,Silva Siqueira S/A,Logística,15,ativo,2022-09-01
541,14,Camargo e Filhos,Logística,45,ativo,2023-08-14
542,14,Porto,Mercadorias,60,ativo,2025-05-23
543,14,Barros,Manutenção,30,ativo,2022-02-08
544,14,Siqueira,Marketing,45,ativo,2022-05-29
545,14,Garcia Novaes - ME,Manutenção,60,ativo,2022-12-12
546,15,Vargas S.A.,Manutenção,15,ativo,2023-02-18
547,15,Nunes,Serviços,30,ativo,2022-02-02
548,15,Castro Casa Grande S.A.,Energia,30,ativo,2025-06-19
549,15,Leão Ltda.,Manutenção,15,ativo,2023-11-03
550,15,Siqueira,Energia,15,ativo,2024-02-05
551,15,da Paz,Marketing,15,ativo,2026-02-03
552,15,Campos Cardoso S.A.,Logística,15,ativo,2022-07-19
553,15,Pinto Ltda.,Manutenção,15,ativo,2021-05-07
554,15,Marques - ME,Energia,21,ativo,2023-11-24
555,15,Nogueira,Energia,45,ativo,2024-11-21
556,15,Pereira - ME,Matéria-prima,60,ativo,2022-01-17
557,15,Cunha Pastor e Filhos,Marketing,60,ativo,2022-03-09
558,15,Marques,Logística,21,ativo,2020-03-09
559,15,Macedo,Tecnologia,30,ativo,2025-11-22
560,15,Peixoto - EI,Logística,60,ativo,2025-12-13
561,15,da Cruz - EI,Mercadorias,60,ativo,2024-01-25
562,15,Pinto,Tecnologia,60,ativo,2021-11-14
563,15,Aragão Cirino S.A.,Serviços,21,ativo,2021-02-14
564,15,Rezende Ltda.,Logística,60,ativo,2022-07-15
565,15,Casa Grande S/A,Logística,60,ativo,2024-10-02
566,15,Farias,Tecnologia,30,ativo,2020-07-19
567,15,Aragão S/A,Marketing,30,ativo,2024-05-15
568,15,Cavalcanti,Marketing,45,ativo,2025-03-31
569,15,Rocha da Paz - EI,Serviços,21,ativo,2023-05-13
570,15,Marques Souza - EI,Mercadorias,15,ativo,2022-10-26
571,15,Andrade,Energia,21,ativo,2020-09-30
572,15,Vargas Ltda.,Mercadorias,45,ativo,2021-07-28
573,15,Freitas,Logística,45,ativo,2021-10-18
574,15,Azevedo,Tecnologia,45,ativo,2021-10-15
575,15,Novaes,Marketing,45,ativo,2022-03-03
576,15,da Rocha - ME,Tecnologia,30,ativo,2020-10-15
577,15,Campos Sales Ltda.,Tecnologia,30,ativo,2021-07-29
578,15,Moura,Marketing,15,ativo,2021-09-13
579,15,Moura,Tecnologia,45,ativo,2021-08-06
580,15,Sampaio Costela - EI,Energia,30,ativo,2020-02-14
581,15,Caldeira - EI,Matéria-prima,60,ativo,2023-06-28
582,15,Mendes e Filhos,Matéria-prima,60,ativo,2025-04-13
583,15,Lima,Tecnologia,45,ativo,2023-05-08
584,15,da Luz,Matéria-prima,60,ativo,2025-02-04
585,15,Cardoso,Logística,15,ativo,2023-10-30
586,15,Moreira,Energia,15,ativo,2024-04-11
587,15,Monteiro,Energia,15,ativo,2025-03-25
588,15,Pimenta da Conceição e Filhos,Marketing,60,ativo,2021-11-20
589,15,Correia,Manutenção,30,ativo,2022-07-09
590,15,Campos S/A,Matéria-prima,15,ativo,2024-01-25
591,15,Pires,Tecnologia,45,ativo,2024-11-06
592,15,Sousa S.A.,Marketing,15,ativo,2021-03-06
593,15,Jesus,Energia,30,ativo,2022-10-27
594,15,Farias Ltda.,Serviços,45,ativo,2022-10-26
595,15,Albuquerque Porto S.A.,Serviços,15,ativo,2020-02-22
596,15,da Cunha,Matéria-prima,45,ativo,2022-09-21
597,15,das Neves Ltda.,Manutenção,21,ativo,2024-11-11
598,15,Vargas,Energia,15,ativo,2025-06-21
599,15,Camargo e Filhos,Marketing,60,ativo,2025-10-26
600,15,Fernandes,Marketing,15,ativo,2021-03-17
601,15,Silveira,Matéria-prima,60,ativo,2021-01-23
602,15,Cavalcanti S.A.,Matéria-prima,21,ativo,2024-01-17
603,15,Fernandes,Marketing,45,ativo,2020-06-12
604,15,Melo,Serviços,45,ativo,2025-03-02
605,15,Ramos S.A.,Mercadorias,45,ativo,2024-11-03
606,15,Cassiano,Mercadorias,21,ativo,2026-05-11
607,15,Nascimento,Logística,15,ativo,2023-09-09
608,15,Martins,Matéria-prima,30,ativo,2024-08-15
609,15,Souza,Mercadorias,45,ativo,2022-11-04
610,16,Moreira Ltda.,Serviços,30,ativo,2022-10-15
611,16,Novais,Energia,45,ativo,2020-07-14
612,16,Costela - EI,Serviços,45,ativo,2022-12-13
613,16,Vieira,Logística,21,ativo,2026-04-06
614,16,Azevedo,Serviços,45,ativo,2023-11-28
615,16,da Mota Alves Ltda.,Logística,45,ativo,2020-12-30
616,16,Pires,Serviços,30,ativo,2026-01-13
617,16,Oliveira Pereira - ME,Tecnologia,30,ativo,2023-06-06
618,16,Peixoto Camargo Ltda.,Matéria-prima,15,ativo,2024-07-21
619,16,Santos,Serviços,60,ativo,2025-07-29
620,16,da Mata - ME,Logística,45,ativo,2022-04-08
621,16,Monteiro S.A.,Energia,45,ativo,2023-12-07
622,16,Machado,Serviços,45,ativo,2024-01-20
623,16,Cunha,Logística,21,ativo,2023-08-15
624,16,Cavalcanti,Mercadorias,15,ativo,2022-02-16
625,16,Freitas S/A,Energia,60,ativo,2026-04-14
626,16,Borges Macedo - EI,Energia,60,ativo,2026-01-13
627,16,Mendes - EI,Logística,45,ativo,2020-11-07
628,16,Correia Fernandes - ME,Tecnologia,15,ativo,2021-01-05
629,16,Vasconcelos,Marketing,30,ativo,2021-08-20
630,16,Casa Grande,Serviços,60,ativo,2023-12-20
631,16,Moreira e Filhos,Marketing,21,ativo,2024-04-26
632,16,Costela Silveira S/A,Matéria-prima,30,ativo,2026-05-24
633,16,Gomes,Matéria-prima,30,ativo,2022-07-09
634,16,Abreu Ltda.,Manutenção,15,ativo,2022-10-04
635,16,Rodrigues - EI,Logística,30,ativo,2020-04-17
636,17,Farias - ME,Tecnologia,21,ativo,2022-10-01
637,17,Caldeira - EI,Tecnologia,45,ativo,2022-06-03
638,17,Almeida,Logística,15,ativo,2023-04-30
639,17,Porto,Tecnologia,15,ativo,2025-06-02
640,17,Duarte Costa S.A.,Manutenção,45,ativo,2026-03-28
641,17,da Mota,Tecnologia,45,ativo,2022-02-01
642,17,Vargas,Marketing,60,ativo,2024-05-04
643,17,Rios,Energia,30,ativo,2022-12-15
644,17,da Mata S.A.,Marketing,30,ativo,2024-02-02
645,17,da Mota Camargo S/A,Tecnologia,30,ativo,2026-01-22
646,17,Costela - EI,Serviços,15,ativo,2021-07-04
647,17,Novaes,Serviços,21,ativo,2026-01-13
648,17,da Mata,Logística,15,ativo,2025-09-09
649,17,Santos da Paz - EI,Manutenção,60,ativo,2023-07-08
650,17,Cavalcante Barbosa Ltda.,Matéria-prima,60,ativo,2022-07-22
651,17,Nogueira,Serviços,60,ativo,2022-07-06
652,17,Aragão,Manutenção,30,ativo,2026-06-10
653,17,Alves Melo e Filhos,Mercadorias,45,ativo,2024-11-28
654,17,Caldeira - ME,Manutenção,60,ativo,2024-11-21
655,17,Borges - ME,Matéria-prima,21,ativo,2020-03-31
656,17,Cavalcanti,Manutenção,60,ativo,2020-08-23
657,17,Pimenta,Serviços,45,ativo,2021-08-28
658,17,das Neves,Matéria-prima,30,ativo,2020-09-24
659,17,Costa,Energia,60,ativo,2022-10-29
660,17,Sá - ME,Mercadorias,60,ativo,2025-07-03
661,17,Borges Sampaio - ME,Marketing,21,ativo,2024-06-11
662,17,Marques Ltda.,Tecnologia,45,ativo,2023-06-23
663,17,Melo,Energia,30,ativo,2022-08-10
664,17,Câmara Casa Grande - EI,Marketing,21,ativo,2026-01-19
665,17,Fonseca,Serviços,15,ativo,2020-08-04
666,17,Cirino,Serviços,60,ativo,2021-05-05
667,17,Viana,Matéria-prima,60,ativo,2020-09-17
668,17,Marques,Marketing,21,ativo,2022-03-08
669,17,Alves,Tecnologia,60,ativo,2022-01-04
670,17,Melo S/A,Logística,15,ativo,2025-07-20
671,17,Mendes,Matéria-prima,30,ativo,2020-12-30
672,17,Cavalcante,Matéria-prima,45,ativo,2026-06-09
673,17,Vargas,Marketing,45,ativo,2024-04-10
674,17,Pereira,Manutenção,21,ativo,2023-11-07
675,17,Moraes Caldeira - ME,Logística,15,ativo,2023-06-28
676,17,Duarte - EI,Serviços,21,ativo,2024-10-28
677,17,Vieira Ltda.,Energia,45,ativo,2021-01-06
678,17,Guerra,Logística,30,ativo,2024-07-02
679,17,da Costa,Tecnologia,21,ativo,2023-12-09
680,17,Novaes Castro - ME,Matéria-prima,30,ativo,2025-01-24
681,17,Azevedo,Matéria-prima,60,ativo,2022-11-21
682,17,Costela,Mercadorias,60,ativo,2020-09-06
683,17,Viana,Mercadorias,30,ativo,2021-01-26
684,17,Nunes,Logística,15,ativo,2025-12-07
685,17,Nogueira,Mercadorias,15,ativo,2023-08-31
686,17,Cavalcanti Ribeiro e Filhos,Marketing,30,ativo,2020-04-23
687,17,Sousa e Filhos,Serviços,15,ativo,2021-12-07
688,17,Camargo,Tecnologia,60,ativo,2025-08-02
689,17,Duarte,Logística,60,ativo,2022-06-13
690,17,Macedo S.A.,Serviços,15,ativo,2021-09-25
691,17,Guerra,Serviços,60,ativo,2021-12-25
692,18,Peixoto S/A,Logística,60,ativo,2021-09-01
693,18,Duarte,Manutenção,15,ativo,2020-06-07
694,18,Ramos,Matéria-prima,30,ativo,2023-04-08
695,18,Borges S.A.,Matéria-prima,30,ativo,2022-01-08
696,18,Pacheco Sá e Filhos,Logística,15,ativo,2025-07-31
697,18,Sá S.A.,Tecnologia,60,ativo,2021-09-27
698,18,Machado Nascimento Ltda.,Serviços,45,ativo,2026-02-22
699,18,Pimenta,Marketing,45,ativo,2021-04-21
700,18,Costa,Matéria-prima,30,ativo,2022-10-05
701,18,Rodrigues Dias Ltda.,Serviços,21,ativo,2022-09-07
702,18,Lopes,Manutenção,21,ativo,2024-07-13
703,18,Borges,Mercadorias,30,ativo,2020-08-28
704,18,Pimenta - EI,Manutenção,60,ativo,2021-02-08
705,18,Cardoso,Matéria-prima,30,ativo,2025-11-29
706,18,Araújo,Marketing,60,ativo,2022-04-03
707,18,Novaes,Energia,30,ativo,2021-07-08
708,18,Abreu e Filhos,Manutenção,21,ativo,2023-04-14
709,18,Camargo,Marketing,45,ativo,2024-11-17
710,18,Alves,Marketing,15,ativo,2025-07-01
711,18,Lopes Sampaio - EI,Mercadorias,45,ativo,2021-03-03
712,18,Pires,Serviços,60,ativo,2025-06-05
713,18,Silva,Marketing,30,ativo,2025-07-31
714,18,Guerra,Energia,15,ativo,2025-11-30
715,18,Lopes,Mercadorias,21,ativo,2020-12-31
716,18,Ribeiro Cavalcanti - ME,Energia,60,ativo,2026-05-28
717,18,Correia Novais - ME,Logística,30,ativo,2020-07-15
718,19,Leão,Mercadorias,15,ativo,2023-05-25
719,19,da Paz Rios S.A.,Marketing,21,ativo,2023-12-11
720,19,Albuquerque Barbosa e Filhos,Mercadorias,45,ativo,2025-09-13
721,19,Casa Grande e Filhos,Logística,60,ativo,2024-02-27
722,19,Ribeiro,Mercadorias,21,ativo,2021-02-08
723,19,Carvalho,Manutenção,21,ativo,2022-06-26
724,19,Carvalho e Filhos,Serviços,15,ativo,2022-04-13
725,19,Marques,Manutenção,21,ativo,2026-05-28
726,19,Pinto,Mercadorias,15,ativo,2024-04-11
727,19,Marques Moraes - ME,Tecnologia,15,ativo,2023-04-04
728,19,Gomes,Mercadorias,21,ativo,2023-09-16
729,19,Câmara,Logística,45,ativo,2022-07-24
730,19,Lima Pereira S/A,Serviços,45,ativo,2020-07-02
731,19,Siqueira,Logística,21,ativo,2022-10-05
732,19,Silva Montenegro Ltda.,Energia,45,ativo,2026-05-25
733,19,Nogueira,Energia,21,ativo,2023-01-21
734,19,Andrade,Marketing,15,ativo,2024-08-30
735,19,Nunes - ME,Marketing,45,ativo,2023-02-13
736,19,Camargo,Tecnologia,45,ativo,2022-11-04
737,19,Sales,Mercadorias,45,ativo,2020-06-20
738,19,Casa Grande e Filhos,Manutenção,21,ativo,2022-07-02
739,19,Martins,Matéria-prima,15,ativo,2021-04-17
740,19,Moreira - EI,Logística,45,ativo,2020-09-29
741,19,da Cruz - ME,Logística,60,ativo,2023-09-02
742,19,Rodrigues e Filhos,Logística,30,ativo,2024-06-19
743,19,Pimenta,Energia,60,ativo,2023-03-19
744,19,Fernandes - EI,Energia,60,ativo,2022-12-07
745,19,Melo - ME,Matéria-prima,15,ativo,2024-06-05
746,19,Oliveira,Tecnologia,15,ativo,2026-03-22
747,19,Leão,Manutenção,21,ativo,2021-06-04
748,19,da Rocha,Mercadorias,45,ativo,2025-05-15
749,19,Cavalcante,Matéria-prima,15,ativo,2022-07-25
750,19,Sales - EI,Mercadorias,45,ativo,2022-01-25
751,19,Siqueira,Matéria-prima,15,ativo,2022-09-17
752,19,Araújo,Marketing,60,ativo,2024-02-28
753,19,Pacheco,Manutenção,21,ativo,2024-12-15
754,19,Oliveira Aragão e Filhos,Mercadorias,60,ativo,2022-02-13
755,19,Sousa,Tecnologia,30,ativo,2020-06-28
756,19,da Paz - ME,Mercadorias,21,ativo,2023-10-30
757,19,Cardoso - EI,Energia,21,ativo,2023-12-05
758,19,Viana Ltda.,Manutenção,21,ativo,2020-08-19
759,19,Cardoso,Marketing,45,ativo,2021-09-19
760,19,da Mota,Energia,60,ativo,2020-09-17
761,19,Albuquerque,Tecnologia,21,ativo,2022-03-07
762,19,Pereira S.A.,Serviços,45,ativo,2020-04-13
763,19,Ribeiro Machado Ltda.,Manutenção,15,ativo,2022-10-03
764,19,da Luz Viana e Filhos,Energia,60,ativo,2021-10-21
765,19,Mendonça Cirino - EI,Logística,60,ativo,2023-07-24
766,19,Fernandes S/A,Mercadorias,15,ativo,2020-09-23
767,19,Peixoto Cassiano - ME,Marketing,60,ativo,2025-12-28
768,19,Vargas,Mercadorias,60,ativo,2021-11-26
769,19,da Costa,Serviços,30,ativo,2020-06-06
770,19,Silveira,Logística,15,ativo,2022-08-15
771,19,Costela Oliveira e Filhos,Mercadorias,45,ativo,2020-01-15
772,19,Aragão,Mercadorias,45,ativo,2026-05-11
773,19,Sá,Matéria-prima,21,ativo,2020-05-24
774,19,Aragão S.A.,Matéria-prima,15,ativo,2025-05-05
775,19,Guerra,Marketing,30,ativo,2024-05-03
776,19,da Rosa,Manutenção,21,ativo,2025-07-02
777,20,Souza,Energia,30,ativo,2025-02-06
778,20,Garcia Rodrigues e Filhos,Manutenção,21,ativo,2025-02-03
779,20,Melo,Serviços,21,ativo,2021-08-14
780,20,Casa Grande,Energia,21,ativo,2024-05-10
781,20,Albuquerque,Energia,21,ativo,2024-02-16
782,20,Machado,Mercadorias,45,ativo,2023-05-13
783,20,Rocha,Logística,15,ativo,2025-02-26
784,20,Moura,Marketing,60,ativo,2022-07-18
785,20,Brito - EI,Marketing,21,ativo,2023-12-16
786,20,Lopes,Tecnologia,45,ativo,2024-09-20
787,20,Farias,Marketing,45,ativo,2025-01-26
788,20,da Mata,Manutenção,45,ativo,2025-03-13
789,20,da Cunha e Filhos,Serviços,30,ativo,2023-08-28
790,20,Martins,Marketing,21,ativo,2025-12-10
791,20,Siqueira Rocha - EI,Tecnologia,21,ativo,2022-06-07
792,20,Moreira Fernandes e Filhos,Tecnologia,60,ativo,2022-03-08
793,20,Dias Novaes S/A,Serviços,45,ativo,2026-02-23
794,20,Azevedo S/A,Marketing,30,ativo,2023-06-11
795,20,Brito,Tecnologia,45,ativo,2021-08-01
796,20,Rodrigues - ME,Manutenção,15,ativo,2026-02-01
797,20,Câmara,Manutenção,30,ativo,2024-08-15
798,20,da Cunha,Mercadorias,21,ativo,2022-06-08
799,20,Andrade Alves - EI,Serviços,60,ativo,2021-10-03
800,20,Araújo - EI,Marketing,60,ativo,2024-11-03
801,20,Peixoto Porto S/A,Logística,45,ativo,2020-04-07
802,20,Borges - EI,Tecnologia,45,ativo,2026-05-13
803,20,Garcia Ribeiro e Filhos,Logística,30,ativo,2026-04-26
804,20,Camargo Sampaio S.A.,Logística,45,ativo,2026-06-13
805,20,da Rocha,Tecnologia,21,ativo,2024-08-11
806,20,Ribeiro,Serviços,45,ativo,2022-10-03
807,20,Porto - ME,Logística,45,ativo,2023-07-19
808,20,Vargas,Mercadorias,15,ativo,2020-09-24
809,20,Sales,Matéria-prima,15,ativo,2020-02-05
810,20,da Cunha,Mercadorias,30,ativo,2021-01-03
811,20,Vasconcelos Barbosa Ltda.,Serviços,30,ativo,2022-04-11
812,20,Garcia - ME,Logística,21,ativo,2023-06-13
813,20,Araújo,Matéria-prima,30,ativo,2023-07-16
814,20,da Luz,Manutenção,45,ativo,2023-10-18
815,20,Macedo Azevedo - ME,Logística,30,ativo,2023-05-27
816,20,Pimenta Gonçalves S.A.,Matéria-prima,60,ativo,2021-10-16
817,20,Caldeira,Logística,21,ativo,2024-08-27
818,20,Nogueira Vargas - ME,Matéria-prima,60,ativo,2024-08-05
819,20,Pimenta Ramos S/A,Logística,60,ativo,2026-03-12
820,20,Silva,Manutenção,30,ativo,2022-10-18
821,20,Caldeira,Matéria-prima,21,ativo,2024-12-27
822,20,Barbosa S/A,Matéria-prima,15,ativo,2021-07-09
823,20,Vasconcelos,Marketing,45,ativo,2024-04-02
824,20,Almeida,Manutenção,21,ativo,2020-03-22
825,20,Cassiano,Serviços,45,ativo,2026-05-31
826,20,Andrade e Filhos,Logística,45,ativo,2020-03-22
827,20,da Mata,Manutenção,60,ativo,2023-11-09
828,20,Sampaio Farias - ME,Serviços,15,ativo,2024-02-24
829,20,Moraes e Filhos,Matéria-prima,21,ativo,2021-07-06
830,20,Mendes,Energia,45,ativo,2021-09-04
831,20,Guerra,Matéria-prima,21,ativo,2023-08-06
832,20,Nogueira S.A.,Energia,15,ativo,2023-12-23
833,20,Gomes e Filhos,Manutenção,15,ativo,2024-09-07
834,20,Campos,Logística,30,ativo,2022-11-01
835,20,Farias,Tecnologia,60,ativo,2023-02-21
836,20,Guerra,Mercadorias,45,ativo,2023-07-28
837,20,Pires e Filhos,Logística,15,ativo,2022-09-05
838,20,Fonseca - EI,Energia,30,ativo,2025-01-12
839,20,Barros,Marketing,30,ativo,2020-06-14
840,20,Teixeira,Energia,45,ativo,2020-11-24
841,20,Ramos,Serviços,60,ativo,2020-05-08
842,20,Cavalcanti Novaes S/A,Logística,60,ativo,2020-02-13
843,20,Ribeiro,Mercadorias,30,ativo,2024-04-08
844,20,da Rosa Sampaio - ME,Tecnologia,45,ativo,2024-04-05
845,20,Pires e Filhos,Marketing,15,ativo,2023-01-12
846,20,Mendonça,Marketing,30,ativo,2024-02-11
847,20,Pires - ME,Marketing,45,ativo,2023-11-02
848,20,Carvalho Andrade S.A.,Logística,30,ativo,2022-12-07
849,20,Silveira - EI,Tecnologia,45,ativo,2023-02-27
850,20,Mendonça Gomes S/A,Energia,15,ativo,2025-01-16
