id_anomalia,id_empresa,tipo_anomalia,data_evento,valor_original,valor_anomalo,origem,descricao
1000000,1,Possível Duplicidade,2023-11-01,1290.45,3238.62,saida,Anomalia sintética criada para detecção analítica.
1000001,1,Pagamento Excepcional,2026-03-05,200946.3,451099.92,saida,Anomalia sintética criada para detecção analítica.
1000002,4,Pagamento Excepcional,2023-12-11,35692.31,80092.69,saida,Anomalia sintética criada para detecção analítica.
1000003,4,Possível Duplicidade,2024-06-04,9618.65,38658.93,saida,Anomalia sintética criada para detecção analítica.
1000004,4,Despesa Atípica,2024-06-04,14199.15,53208.39,saida,Anomalia sintética criada para detecção analítica.
1000005,4,Pagamento Excepcional,2024-07-03,13972.76,60813.24,saida,Anomalia sintética criada para detecção analítica.
1000006,5,Possível Duplicidade,2023-11-09,17661.54,60715.34,saida,Anomalia sintética criada para detecção analítica.
1000007,5,Possível Duplicidade,2024-02-02,12019.45,47501.77,saida,Anomalia sintética criada para detecção analítica.
1000008,5,Possível Duplicidade,2025-09-01,15510.45,51678.02,saida,Anomalia sintética criada para detecção analítica.
1000009,6,Despesa Atípica,2024-06-06,259087.57,728922.22,saida,Anomalia sintética criada para detecção analítica.
1000010,6,Possível Duplicidade,2024-12-09,78635.92,220047.16,saida,Anomalia sintética criada para detecção analítica.
1000011,7,Possível Duplicidade,2023-12-08,38998.11,107887.77,saida,Anomalia sintética criada para detecção analítica.
1000012,7,Despesa Atípica,2024-01-02,27402.0,106851.16,saida,Anomalia sintética criada para detecção analítica.
1000013,7,Pagamento Excepcional,2024-01-02,32882.4,111191.82,saida,Anomalia sintética criada para detecção analítica.
1000014,7,Pagamento Excepcional,2024-07-03,61274.59,258732.99,saida,Anomalia sintética criada para detecção analítica.
1000015,7,Pagamento Excepcional,2025-03-10,58529.59,151519.64,saida,Anomalia sintética criada para detecção analítica.
1000016,7,Possível Duplicidade,2025-05-02,23790.81,96432.26,saida,Anomalia sintética criada para detecção analítica.
1000017,7,Pagamento Excepcional,2025-08-04,7078.89,23942.83,saida,Anomalia sintética criada para detecção analítica.
1000018,7,Possível Duplicidade,2025-09-03,67937.73,294834.41,saida,Anomalia sintética criada para detecção analítica.
1000019,7,Pagamento Excepcional,2025-11-05,22078.68,96507.02,saida,Anomalia sintética criada para detecção analítica.
1000020,8,Pagamento Excepcional,2023-12-07,61048.6,147273.08,saida,Anomalia sintética criada para detecção analítica.
1000021,8,Pagamento Excepcional,2024-06-07,67129.58,257819.9,saida,Anomalia sintética criada para detecção analítica.
1000022,11,Pagamento Excepcional,2025-02-10,46538.01,112502.52,saida,Anomalia sintética criada para detecção analítica.
1000023,11,Despesa Atípica,2026-01-08,18892.61,61346.42,saida,Anomalia sintética criada para detecção analítica.
1000024,12,Possível Duplicidade,2023-05-08,150455.01,575098.14,saida,Anomalia sintética criada para detecção analítica.
1000025,12,Despesa Atípica,2023-11-06,20866.76,41901.85,saida,Anomalia sintética criada para detecção analítica.
1000026,12,Despesa Atípica,2024-08-09,28606.82,96011.01,saida,Anomalia sintética criada para detecção analítica.
1000027,13,Despesa Atípica,2023-01-06,68904.48,162725.3,saida,Anomalia sintética criada para detecção analítica.
1000028,14,Despesa Atípica,2024-09-03,63661.0,256458.56,saida,Anomalia sintética criada para detecção analítica.
1000029,14,Despesa Atípica,2025-02-06,15936.47,54425.93,saida,Anomalia sintética criada para detecção analítica.
1000030,16,Pagamento Excepcional,2025-01-10,45534.56,129537.52,saida,Anomalia sintética criada para detecção analítica.
1000031,16,Despesa Atípica,2025-03-03,29857.21,94256.63,saida,Anomalia sintética criada para detecção analítica.
1000032,17,Despesa Atípica,2024-11-01,83278.21,251989.85,saida,Anomalia sintética criada para detecção analítica.
1000033,17,Despesa Atípica,2026-05-04,36402.22,151132.96,saida,Anomalia sintética criada para detecção analítica.
1000034,17,Pagamento Excepcional,2026-06-08,37207.68,137978.34,saida,Anomalia sintética criada para detecção analítica.
1000035,20,Pagamento Excepcional,2024-03-04,186419.37,828208.07,saida,Anomalia sintética criada para detecção analítica.
1000036,20,Possível Duplicidade,2024-09-09,232480.52,1031115.6,saida,Anomalia sintética criada para detecção analítica.
1000037,20,Despesa Atípica,2025-08-11,227492.86,827930.5,saida,Anomalia sintética criada para detecção analítica.
1000038,20,Despesa Atípica,2025-11-03,23897.74,47929.85,saida,Anomalia sintética criada para detecção analítica.
