id_pagamento,id_empresa,id_fornecedor,data_emissao,data_vencimento,data_pagamento,valor,categoria,status,data_criacao
1479,4,130,2024-10-04,2024-10-25,2024-10-23,17332.4,Serviços Terceirizados,paga,2026-06-19 11:56:25.132773
1480,4,133,2024-10-01,2024-10-31,2024-11-19,68527.23,Manutenção,paga,2026-06-19 11:56:25.132773
1481,4,135,2024-11-07,2024-11-14,2024-11-14,208895.35,Folha de Pagamento,paga,2026-06-19 11:56:25.133771
1482,4,137,2024-11-06,2024-11-27,2024-11-26,104447.67,Impostos,paga,2026-06-19 11:56:25.133771
1483,4,137,2024-11-06,2024-11-13,2024-11-13,52223.84,Aluguel,paga,2026-06-19 11:56:25.133771
1484,4,145,2024-11-05,2024-11-26,2024-11-25,32639.9,Tecnologia,paga,2026-06-19 11:56:25.133771
1485,4,140,2024-11-04,2024-11-11,2024-12-26,39167.88,Marketing,paga,2026-06-19 11:56:25.133771
1486,4,131,2024-11-11,2024-11-18,2024-11-30,26111.92,Energia,paga,2026-06-19 11:56:25.133771
1487,4,134,2024-11-11,2024-11-18,2024-11-27,102252.37,Compra de Mercadorias,paga,2026-06-19 11:56:25.133771
1488,4,131,2024-11-08,2024-11-15,2024-11-17,30270.8,Logística,paga,2026-06-19 11:56:25.133771
1489,4,140,2024-11-11,2024-12-26,2024-12-26,40730.04,Serviços Terceirizados,paga,2026-06-19 11:56:25.133771
1490,4,148,2024-11-07,2024-12-07,2025-01-20,16058.2,Manutenção,paga,2026-06-19 11:56:25.133771
1491,4,144,2024-12-10,2025-01-09,2025-01-08,253216.84,Folha de Pagamento,paga,2026-06-19 11:56:25.134871
1492,4,136,2024-12-03,2024-12-10,2024-12-11,126608.42,Impostos,paga,2026-06-19 11:56:25.134871
1493,4,141,2024-12-09,2024-12-16,2025-01-12,63304.21,Aluguel,paga,2026-06-19 11:56:25.134871
1494,4,143,2024-12-02,2025-01-16,2025-01-14,39565.13,Tecnologia,paga,2026-06-19 11:56:25.134871
1495,4,147,2024-12-03,2025-01-02,2025-01-02,47478.16,Marketing,paga,2026-06-19 11:56:25.134871
1496,4,133,2024-12-03,2025-01-17,2025-01-15,31652.11,Energia,paga,2026-06-19 11:56:25.134871
1497,4,146,2024-12-09,2024-12-24,2025-01-19,34367.22,Compra de Mercadorias,paga,2026-06-19 11:56:25.134871
1498,4,135,2024-12-02,2024-12-09,2024-12-07,3720.49,Logística,paga,2026-06-19 11:56:25.134871
1499,4,140,2024-12-02,2025-01-01,2025-01-01,31319.19,Serviços Terceirizados,paga,2026-06-19 11:56:25.134871
1500,4,138,2024-12-03,2024-12-10,2024-12-12,160070.86,Manutenção,paga,2026-06-19 11:56:25.134871
1501,4,129,2025-01-10,2025-02-24,2025-02-22,154827.62,Folha de Pagamento,paga,2026-06-19 11:56:25.135871
1502,4,132,2025-01-03,2025-02-17,2025-03-13,77413.81,Impostos,paga,2026-06-19 11:56:25.135871
1503,4,147,2025-01-02,2025-02-01,2025-01-30,38706.9,Aluguel,paga,2026-06-19 11:56:25.135871
1504,4,134,2025-01-07,2025-01-14,2025-02-23,24191.82,Tecnologia,paga,2026-06-19 11:56:25.135871
1505,4,144,2025-01-10,2025-01-17,2025-01-22,29030.18,Marketing,paga,2026-06-19 11:56:25.135871
1506,4,138,2025-01-09,2025-01-24,2025-01-22,19353.45,Energia,paga,2026-06-19 11:56:25.135871
1507,4,133,2025-01-06,2025-01-21,2025-01-21,74968.88,Compra de Mercadorias,paga,2026-06-19 11:56:25.135871
1508,4,143,2025-01-07,2025-01-22,2025-01-22,18415.12,Logística,paga,2026-06-19 11:56:25.135871
1509,4,146,2025-01-10,2025-01-17,2025-01-18,40888.55,Serviços Terceirizados,paga,2026-06-19 11:56:25.135871
1510,4,138,2025-01-06,2025-02-20,2025-03-27,6039.99,Manutenção,paga,2026-06-19 11:56:25.135871
1511,4,148,2025-02-10,2025-02-17,2025-03-09,151039.97,Folha de Pagamento,paga,2026-06-19 11:56:25.137381
1512,4,136,2025-02-10,2025-02-17,2025-03-19,75519.98,Impostos,paga,2026-06-19 11:56:25.137381
1513,4,144,2025-02-07,2025-02-22,2025-02-22,37759.99,Aluguel,paga,2026-06-19 11:56:25.137381
1514,4,142,2025-02-03,2025-02-24,2025-02-25,23599.99,Tecnologia,paga,2026-06-19 11:56:25.137381
1515,4,129,2025-02-04,2025-02-19,2025-03-04,28319.99,Marketing,paga,2026-06-19 11:56:25.137381
1516,4,143,2025-02-10,2025-03-12,2025-04-24,18880.0,Energia,paga,2026-06-19 11:56:25.137381
1517,4,133,2025-02-10,2025-02-25,2025-02-24,30505.98,Compra de Mercadorias,paga,2026-06-19 11:56:25.137381
1518,4,148,2025-02-04,2025-02-19,2025-02-18,45921.27,Logística,paga,2026-06-19 11:56:25.137381
1519,4,142,2025-02-10,2025-02-25,2025-02-24,24188.78,Serviços Terceirizados,paga,2026-06-19 11:56:25.137381
1520,4,135,2025-02-10,2025-02-17,2025-02-16,36263.93,Manutenção,paga,2026-06-19 11:56:25.137381
1521,4,148,2025-03-10,2025-03-31,2025-03-31,123474.15,Folha de Pagamento,paga,2026-06-19 11:56:25.138884
1522,4,132,2025-03-03,2025-04-02,2025-04-03,61737.08,Impostos,paga,2026-06-19 11:56:25.138884
1523,4,134,2025-03-03,2025-03-18,2025-03-22,30868.54,Aluguel,paga,2026-06-19 11:56:25.138884
1524,4,134,2025-03-10,2025-03-31,2025-05-02,19292.84,Tecnologia,paga,2026-06-19 11:56:25.138884
1525,4,135,2025-03-03,2025-04-02,2025-04-02,23151.4,Marketing,paga,2026-06-19 11:56:25.138884
1526,4,140,2025-03-10,2025-03-31,2025-04-01,15434.27,Energia,paga,2026-06-19 11:56:25.138884
1527,4,140,2025-03-10,2025-03-17,2025-03-19,10839.5,Compra de Mercadorias,paga,2026-06-19 11:56:25.138884
1528,4,142,2025-03-06,2025-03-27,2025-04-26,15208.66,Logística,paga,2026-06-19 11:56:25.138884
1529,4,134,2025-03-03,2025-03-24,2025-03-22,77675.2,Serviços Terceirizados,paga,2026-06-19 11:56:25.138884
1530,4,147,2025-03-03,2025-04-02,2025-04-01,8175.09,Manutenção,paga,2026-06-19 11:56:25.138884
1531,4,137,2025-04-02,2025-04-09,2025-04-12,137080.4,Folha de Pagamento,paga,2026-06-19 11:56:25.139890
1532,4,140,2025-04-08,2025-04-29,2025-04-29,68540.2,Impostos,paga,2026-06-19 11:56:25.139890
1533,4,142,2025-04-07,2025-05-07,2025-05-06,34270.1,Aluguel,paga,2026-06-19 11:56:25.139890
1534,4,143,2025-04-03,2025-04-18,2025-04-16,21418.81,Tecnologia,paga,2026-06-19 11:56:25.139890
1535,4,148,2025-04-09,2025-04-16,2025-04-14,25702.58,Marketing,paga,2026-06-19 11:56:25.139890
1536,4,137,2025-04-02,2025-05-02,2025-06-13,17135.05,Energia,paga,2026-06-19 11:56:25.139890
1537,4,134,2025-04-03,2025-04-18,2025-04-17,23729.57,Compra de Mercadorias,paga,2026-06-19 11:56:25.139890
1538,4,141,2025-04-07,2025-04-14,2025-04-15,36238.73,Logística,paga,2026-06-19 11:56:25.139890
1539,4,143,2025-04-08,2025-04-29,2025-04-28,8560.67,Serviços Terceirizados,paga,2026-06-19 11:56:25.139890
1540,4,148,2025-04-03,2025-04-18,2025-04-29,55700.15,Manutenção,paga,2026-06-19 11:56:25.139890
1541,4,136,2025-05-05,2025-06-04,2025-06-02,147789.35,Folha de Pagamento,paga,2026-06-19 11:56:25.140393
1542,4,137,2025-05-05,2025-06-19,2025-06-22,73894.67,Impostos,paga,2026-06-19 11:56:25.140393
1543,4,148,2025-05-05,2025-05-26,2025-05-27,36947.34,Aluguel,paga,2026-06-19 11:56:25.140393
1544,4,143,2025-05-02,2025-05-23,2025-05-24,23092.09,Tecnologia,paga,2026-06-19 11:56:25.140393
1545,4,130,2025-05-09,2025-06-08,2025-06-06,27710.5,Marketing,paga,2026-06-19 11:56:25.140393
1546,4,142,2025-05-02,2025-06-01,2025-05-31,18473.67,Energia,paga,2026-06-19 11:56:25.140393
1547,4,146,2025-05-12,2025-06-11,2025-07-04,99.84,Compra de Mercadorias,paga,2026-06-19 11:56:25.140393
1548,4,147,2025-05-05,2025-06-04,2025-06-04,46496.48,Logística,paga,2026-06-19 11:56:25.140393
1549,4,135,2025-05-02,2025-05-23,2025-05-23,72144.61,Serviços Terceirizados,paga,2026-06-19 11:56:25.140393
1550,4,141,2025-05-09,2025-06-23,2025-07-09,15193.17,Manutenção,paga,2026-06-19 11:56:25.140393
1551,4,135,2025-06-09,2025-07-09,2025-07-11,141174.71,Folha de Pagamento,paga,2026-06-19 11:56:25.141397
1552,4,144,2025-06-09,2025-07-24,2025-08-24,70587.35,Impostos,paga,2026-06-19 11:56:25.141397
1553,4,131,2025-06-03,2025-07-03,2025-07-03,35293.68,Aluguel,paga,2026-06-19 11:56:25.141397
1554,4,142,2025-06-04,2025-07-19,2025-07-21,22058.55,Tecnologia,paga,2026-06-19 11:56:25.141397
1555,4,142,2025-06-09,2025-06-30,2025-06-30,26470.26,Marketing,paga,2026-06-19 11:56:25.141397
1556,4,130,2025-06-02,2025-06-23,2025-07-08,17646.84,Energia,paga,2026-06-19 11:56:25.142397
1557,4,144,2025-06-09,2025-07-24,2025-07-26,15774.99,Compra de Mercadorias,paga,2026-06-19 11:56:25.142397
1558,4,141,2025-06-06,2025-06-13,2025-06-14,3126.22,Logística,paga,2026-06-19 11:56:25.142397
1559,4,137,2025-06-04,2025-06-19,2025-06-17,9798.07,Serviços Terceirizados,paga,2026-06-19 11:56:25.142397
1560,4,133,2025-06-09,2025-06-30,2025-06-28,99240.3,Manutenção,paga,2026-06-19 11:56:25.142397
1561,4,134,2025-07-04,2025-07-25,2025-09-02,147342.36,Folha de Pagamento,paga,2026-06-19 11:56:25.142902
1562,4,131,2025-07-03,2025-08-02,2025-08-02,73671.18,Impostos,paga,2026-06-19 11:56:25.142902
1563,4,146,2025-07-07,2025-08-06,2025-08-05,36835.59,Aluguel,paga,2026-06-19 11:56:25.142902
1564,4,133,2025-07-09,2025-07-24,2025-07-24,23022.24,Tecnologia,paga,2026-06-19 11:56:25.142902
1565,4,144,2025-07-07,2025-07-14,2025-07-14,27626.69,Marketing,paga,2026-06-19 11:56:25.142902
1566,4,130,2025-07-07,2025-07-22,2025-08-13,18417.8,Energia,paga,2026-06-19 11:56:25.142902
1567,4,146,2025-07-07,2025-08-21,2025-08-22,35234.95,Compra de Mercadorias,paga,2026-06-19 11:56:25.142902
1568,4,132,2025-07-09,2025-07-24,2025-08-13,63338.21,Logística,paga,2026-06-19 11:56:25.142902
1569,4,144,2025-07-07,2025-08-06,2025-08-05,21485.65,Serviços Terceirizados,paga,2026-06-19 11:56:25.142902
1570,4,142,2025-07-01,2025-07-08,2025-08-18,13470.21,Manutenção,paga,2026-06-19 11:56:25.142902
1571,4,139,2025-08-08,2025-08-15,2025-08-16,124474.74,Folha de Pagamento,paga,2026-06-19 11:56:25.142902
1572,4,144,2025-08-11,2025-09-01,2025-09-03,62237.37,Impostos,paga,2026-06-19 11:56:25.142902
1573,4,131,2025-08-04,2025-09-18,2025-09-19,31118.68,Aluguel,paga,2026-06-19 11:56:25.142902
1574,4,142,2025-08-04,2025-08-19,2025-08-18,19449.18,Tecnologia,paga,2026-06-19 11:56:25.142902
1575,4,130,2025-08-04,2025-09-03,2025-09-02,23339.01,Marketing,paga,2026-06-19 11:56:25.142902
1576,4,144,2025-08-05,2025-09-04,2025-09-03,15559.34,Energia,paga,2026-06-19 11:56:25.142902
1577,4,141,2025-08-07,2025-08-14,2025-09-07,10588.76,Compra de Mercadorias,paga,2026-06-19 11:56:25.142902
1578,4,137,2025-08-07,2025-08-28,2025-08-28,12423.63,Logística,paga,2026-06-19 11:56:25.142902
1579,4,135,2025-08-11,2025-09-25,2025-10-28,7340.17,Serviços Terceirizados,paga,2026-06-19 11:56:25.142902
1580,4,136,2025-08-01,2025-09-15,2025-09-17,82452.67,Manutenção,paga,2026-06-19 11:56:25.144405
1581,4,131,2025-09-02,2025-09-09,2025-09-08,226008.52,Folha de Pagamento,paga,2026-06-19 11:56:25.144405
1582,4,139,2025-09-03,2025-09-10,2025-09-09,113004.26,Impostos,paga,2026-06-19 11:56:25.144405
1583,4,137,2025-09-02,2025-09-09,2025-09-08,56502.13,Aluguel,paga,2026-06-19 11:56:25.144405
1584,4,139,2025-09-05,2025-10-05,2025-10-06,35313.83,Tecnologia,paga,2026-06-19 11:56:25.144405
1585,4,143,2025-09-08,2025-10-23,2025-10-25,42376.6,Marketing,paga,2026-06-19 11:56:25.144405
1586,4,137,2025-09-09,2025-09-24,2025-11-05,28251.06,Energia,paga,2026-06-19 11:56:25.144405
1587,4,139,2025-09-01,2025-09-22,2025-09-24,108808.6,Compra de Mercadorias,paga,2026-06-19 11:56:25.144405
1588,4,143,2025-09-10,2025-10-10,2025-10-12,54854.12,Logística,paga,2026-06-19 11:56:25.144405
1589,4,143,2025-09-05,2025-09-26,2025-09-28,22855.38,Serviços Terceirizados,paga,2026-06-19 11:56:25.144405
1590,4,139,2025-09-08,2025-10-23,2025-10-24,18302.12,Manutenção,paga,2026-06-19 11:56:25.144405
1591,4,141,2025-10-10,2025-11-09,2025-11-10,81256.89,Folha de Pagamento,paga,2026-06-19 11:56:25.145409
1592,4,143,2025-10-09,2025-11-23,2025-11-23,40628.45,Impostos,paga,2026-06-19 11:56:25.145409
1593,4,139,2025-10-06,2025-10-13,2025-10-11,20314.22,Aluguel,paga,2026-06-19 11:56:25.145409
1594,4,137,2025-10-07,2025-11-06,2025-11-04,12696.39,Tecnologia,paga,2026-06-19 11:56:25.145409
1595,4,130,2025-10-02,2025-10-09,2025-10-25,15235.67,Marketing,paga,2026-06-19 11:56:25.145409
1596,4,143,2025-10-01,2025-10-31,2025-11-02,10157.11,Energia,paga,2026-06-19 11:56:25.145409
1597,4,131,2025-10-06,2025-11-05,2025-11-05,5413.04,Compra de Mercadorias,paga,2026-06-19 11:56:25.145409
1598,4,129,2025-10-06,2025-11-05,2025-11-13,50187.95,Logística,paga,2026-06-19 11:56:25.145409
1599,4,132,2025-10-06,2025-10-21,2025-10-20,6452.08,Serviços Terceirizados,paga,2026-06-19 11:56:25.145409
1600,4,144,2025-10-09,2025-10-30,2025-12-05,11585.99,Manutenção,paga,2026-06-19 11:56:25.145409
1601,4,141,2025-11-10,2025-12-10,2025-12-09,148371.57,Folha de Pagamento,paga,2026-06-19 11:56:25.146914
1602,4,131,2025-11-03,2025-11-18,2025-11-19,74185.79,Impostos,paga,2026-06-19 11:56:25.146914
1603,4,144,2025-11-06,2025-12-21,2025-12-23,37092.89,Aluguel,paga,2026-06-19 11:56:25.146914
1604,4,140,2025-11-05,2025-11-26,2025-11-26,23183.06,Tecnologia,paga,2026-06-19 11:56:25.146914
1605,4,140,2025-11-10,2025-11-25,2025-11-23,27819.67,Marketing,paga,2026-06-19 11:56:25.146914
1606,4,145,2025-11-10,2025-12-25,2025-12-24,18546.45,Energia,paga,2026-06-19 11:56:25.146914
1607,4,146,2025-11-10,2025-11-17,2025-12-20,41934.77,Compra de Mercadorias,paga,2026-06-19 11:56:25.146914
1608,4,136,2025-11-03,2025-12-03,2025-12-01,8266.31,Logística,paga,2026-06-19 11:56:25.146914
1609,4,139,2025-11-10,2025-12-25,2026-01-10,28404.98,Serviços Terceirizados,paga,2026-06-19 11:56:25.146914
1610,4,147,2025-11-06,2025-12-06,2025-12-06,55855.67,Manutenção,paga,2026-06-19 11:56:25.146914
1611,4,147,2025-12-10,2025-12-25,2025-12-26,201896.41,Folha de Pagamento,paga,2026-06-19 11:56:25.146914
1612,4,132,2025-12-08,2026-01-22,2026-02-28,100948.2,Impostos,paga,2026-06-19 11:56:25.146914
1613,4,143,2025-12-02,2025-12-23,2025-12-25,50474.1,Aluguel,paga,2026-06-19 11:56:25.146914
1614,4,142,2025-12-01,2025-12-22,2025-12-20,31546.31,Tecnologia,paga,2026-06-19 11:56:25.146914
1615,4,135,2025-12-04,2025-12-11,2025-12-11,37855.58,Marketing,paga,2026-06-19 11:56:25.146914
1616,4,148,2025-12-04,2025-12-19,2025-12-21,25237.05,Energia,paga,2026-06-19 11:56:25.146914
1617,4,132,2025-12-01,2025-12-16,2025-12-15,14830.36,Compra de Mercadorias,paga,2026-06-19 11:56:25.146914
1618,4,133,2025-12-09,2025-12-24,2025-12-23,108055.8,Logística,paga,2026-06-19 11:56:25.146914
1619,4,138,2025-12-08,2026-01-07,2026-01-06,26096.8,Serviços Terceirizados,paga,2026-06-19 11:56:25.146914
1620,4,130,2025-12-03,2025-12-24,2025-12-23,33985.66,Manutenção,paga,2026-06-19 11:56:25.146914
1621,4,139,2026-01-12,2026-02-02,2026-02-04,137517.32,Folha de Pagamento,paga,2026-06-19 11:56:25.148416
1622,4,147,2026-01-05,2026-01-20,2026-03-01,68758.66,Impostos,paga,2026-06-19 11:56:25.148416
1623,4,136,2026-01-07,2026-02-06,2026-02-07,34379.33,Aluguel,paga,2026-06-19 11:56:25.148416
1624,4,140,2026-01-05,2026-02-19,2026-02-20,21487.08,Tecnologia,paga,2026-06-19 11:56:25.148416
1625,4,145,2026-01-12,2026-01-27,2026-03-05,25784.5,Marketing,paga,2026-06-19 11:56:25.148416
1626,4,138,2026-01-06,2026-01-27,2026-01-26,17189.67,Energia,paga,2026-06-19 11:56:25.148416
1627,4,131,2026-01-09,2026-02-08,2026-02-08,12840.4,Compra de Mercadorias,paga,2026-06-19 11:56:25.148416
1628,4,148,2026-01-05,2026-01-20,2026-01-22,60982.74,Logística,paga,2026-06-19 11:56:25.148416
1629,4,136,2026-01-05,2026-01-20,2026-01-20,7856.19,Serviços Terceirizados,paga,2026-06-19 11:56:25.148416
1630,4,132,2026-01-02,2026-01-17,2026-02-07,42945.75,Manutenção,paga,2026-06-19 11:56:25.148416
1631,4,144,2026-02-02,2026-03-04,2026-03-05,103524.07,Folha de Pagamento,paga,2026-06-19 11:56:25.149420
1632,4,144,2026-02-03,2026-02-18,2026-02-20,51762.03,Impostos,paga,2026-06-19 11:56:25.149420
1633,4,147,2026-02-10,2026-03-27,2026-04-06,25881.02,Aluguel,paga,2026-06-19 11:56:25.149420
1634,4,135,2026-02-09,2026-02-16,2026-02-15,16175.64,Tecnologia,paga,2026-06-19 11:56:25.149420
1635,4,144,2026-02-06,2026-03-23,2026-03-24,19410.76,Marketing,paga,2026-06-19 11:56:25.149420
1636,4,145,2026-02-10,2026-02-17,2026-02-18,12940.51,Energia,paga,2026-06-19 11:56:25.149420
1637,4,134,2026-02-04,2026-03-06,2026-03-07,32024.71,Compra de Mercadorias,paga,2026-06-19 11:56:25.149420
1638,4,143,2026-02-09,2026-03-02,2026-04-14,50390.21,Logística,paga,2026-06-19 11:56:25.149420
1639,4,133,2026-02-03,2026-03-20,2026-04-07,1206.76,Serviços Terceirizados,paga,2026-06-19 11:56:25.149420
1640,4,136,2026-02-05,2026-02-26,2026-02-26,10197.0,Manutenção,paga,2026-06-19 11:56:25.149420
1641,4,144,2026-03-04,2026-03-11,2026-04-14,98068.62,Folha de Pagamento,paga,2026-06-19 11:56:25.150926
1642,4,142,2026-03-02,2026-04-16,2026-04-15,49034.31,Impostos,paga,2026-06-19 11:56:25.150926
1643,4,131,2026-03-03,2026-04-02,2026-04-13,24517.16,Aluguel,paga,2026-06-19 11:56:25.150926
1644,4,136,2026-03-09,2026-03-24,2026-03-26,15323.22,Tecnologia,paga,2026-06-19 11:56:25.150926
1645,4,134,2026-03-06,2026-03-21,2026-04-15,18387.87,Marketing,paga,2026-06-19 11:56:25.150926
1646,4,130,2026-03-09,2026-03-30,2026-05-13,12258.58,Energia,paga,2026-06-19 11:56:25.150926
1647,4,133,2026-03-05,2026-03-26,2026-03-27,16216.06,Compra de Mercadorias,paga,2026-06-19 11:56:25.150926
1648,4,131,2026-03-10,2026-03-17,2026-04-09,63094.58,Logística,paga,2026-06-19 11:56:25.150926
1649,4,138,2026-03-06,2026-03-21,2026-03-19,2535.7,Serviços Terceirizados,paga,2026-06-19 11:56:25.150926
1650,4,130,2026-03-06,2026-03-21,2026-05-03,7028.35,Manutenção,paga,2026-06-19 11:56:25.150926
1651,4,139,2026-04-07,2026-04-14,2026-04-14,139814.86,Folha de Pagamento,paga,2026-06-19 11:56:25.152430
1652,4,144,2026-04-02,2026-04-17,2026-04-15,69907.43,Impostos,paga,2026-06-19 11:56:25.152430
1653,4,131,2026-04-02,2026-04-23,2026-05-29,34953.72,Aluguel,paga,2026-06-19 11:56:25.152430
1654,4,136,2026-04-07,2026-04-22,2026-05-16,21846.07,Tecnologia,paga,2026-06-19 11:56:25.152430
1655,4,147,2026-04-08,2026-04-29,2026-04-30,26215.29,Marketing,paga,2026-06-19 11:56:25.152430
1656,4,148,2026-04-10,2026-05-10,2026-05-08,17476.86,Energia,paga,2026-06-19 11:56:25.152430
1657,4,135,2026-04-07,2026-05-07,2026-05-29,14630.71,Compra de Mercadorias,paga,2026-06-19 11:56:25.152430
1658,4,134,2026-04-01,2026-04-08,2026-04-07,13584.88,Logística,paga,2026-06-19 11:56:25.152430
1659,4,140,2026-04-06,2026-04-27,2026-04-27,81271.14,Serviços Terceirizados,paga,2026-06-19 11:56:25.152430
1660,4,145,2026-04-09,2026-04-24,2026-04-23,17220.49,Manutenção,paga,2026-06-19 11:56:25.152430
1661,4,145,2026-05-04,2026-05-25,2026-05-23,124744.29,Folha de Pagamento,paga,2026-06-19 11:56:25.152430
1662,4,142,2026-05-06,2026-05-21,2026-05-20,62372.14,Impostos,paga,2026-06-19 11:56:25.152430
1663,4,137,2026-05-06,2026-05-13,2026-06-16,31186.07,Aluguel,paga,2026-06-19 11:56:25.153434
1664,4,136,2026-05-11,2026-06-01,2026-05-30,19491.3,Tecnologia,paga,2026-06-19 11:56:25.153434
1665,4,139,2026-05-08,2026-05-15,2026-05-17,23389.55,Marketing,paga,2026-06-19 11:56:25.153434
1666,4,133,2026-05-11,2026-05-26,2026-05-28,15593.04,Energia,paga,2026-06-19 11:56:25.153434
1667,4,135,2026-05-11,2026-06-01,2026-06-03,13949.6,Compra de Mercadorias,paga,2026-06-19 11:56:25.153434
1668,4,145,2026-05-04,2026-06-03,2026-06-02,71219.62,Logística,paga,2026-06-19 11:56:25.153434
1669,4,144,2026-05-04,2026-05-25,2026-06-09,17379.72,Serviços Terceirizados,paga,2026-06-19 11:56:25.153434
1670,4,130,2026-05-11,2026-06-25,,10500.57,Manutenção,aberta,2026-06-19 11:56:25.153434
1671,4,131,2026-06-04,2026-07-04,,115004.44,Folha de Pagamento,aberta,2026-06-19 11:56:25.153434
1672,4,139,2026-06-02,2026-06-17,2026-06-16,57502.22,Impostos,paga,2026-06-19 11:56:25.153434
1673,4,135,2026-06-05,2026-06-12,2026-06-10,28751.11,Aluguel,paga,2026-06-19 11:56:25.153434
1674,4,142,2026-06-08,2026-06-23,,17969.44,Tecnologia,aberta,2026-06-19 11:56:25.153434
1675,4,147,2026-06-08,2026-06-29,,21563.33,Marketing,aberta,2026-06-19 11:56:25.154437
1676,4,129,2026-06-02,2026-07-02,,14375.56,Energia,aberta,2026-06-19 11:56:25.154437
1677,4,131,2026-06-03,2026-06-10,2026-06-12,17842.33,Compra de Mercadorias,paga,2026-06-19 11:56:25.154437
1678,4,144,2026-06-04,2026-06-11,2026-06-09,5946.96,Logística,paga,2026-06-19 11:56:25.154437
1679,4,146,2026-06-04,2026-07-04,,49465.8,Serviços Terceirizados,aberta,2026-06-19 11:56:25.154437
1680,4,132,2026-06-01,2026-07-01,,30967.68,Manutenção,aberta,2026-06-19 11:56:25.154437
1681,5,151,2023-01-02,2023-02-16,2023-02-18,44587.72,Folha de Pagamento,paga,2026-06-19 11:56:25.154437
1682,5,151,2023-01-02,2023-02-16,2023-02-15,22293.86,Impostos,paga,2026-06-19 11:56:25.154437
1683,5,159,2023-01-02,2023-01-09,2023-01-10,11146.93,Aluguel,paga,2026-06-19 11:56:25.154437
1684,5,162,2023-01-09,2023-02-23,2023-02-22,6966.83,Tecnologia,paga,2026-06-19 11:56:25.154437
1685,5,156,2023-01-05,2023-01-12,2023-01-10,8360.2,Marketing,paga,2026-06-19 11:56:25.154437
1686,5,157,2023-01-02,2023-01-17,2023-01-15,5573.46,Energia,paga,2026-06-19 11:56:25.154437
1687,5,159,2023-01-09,2023-01-16,2023-01-17,17984.13,Compra de Mercadorias,paga,2026-06-19 11:56:25.154437
1688,5,153,2023-01-06,2023-02-05,2023-02-04,3051.91,Logística,paga,2026-06-19 11:56:25.154437
1689,5,154,2023-01-09,2023-01-24,2023-01-24,17935.61,Serviços Terceirizados,paga,2026-06-19 11:56:25.154437
1690,5,151,2023-01-04,2023-01-19,2023-01-21,1435.98,Manutenção,paga,2026-06-19 11:56:25.154437
1691,5,157,2023-02-02,2023-02-23,2023-02-23,75618.85,Folha de Pagamento,paga,2026-06-19 11:56:25.155571
1692,5,152,2023-02-09,2023-03-11,2023-03-09,37809.42,Impostos,paga,2026-06-19 11:56:25.155571
1693,5,161,2023-02-09,2023-03-26,2023-03-25,18904.71,Aluguel,paga,2026-06-19 11:56:25.155571
1694,5,159,2023-02-06,2023-02-21,2023-02-22,11815.45,Tecnologia,paga,2026-06-19 11:56:25.155571
1695,5,159,2023-02-07,2023-02-28,2023-02-28,14178.53,Marketing,paga,2026-06-19 11:56:25.155571
1696,5,162,2023-02-08,2023-03-25,2023-03-27,9452.36,Energia,paga,2026-06-19 11:56:25.155571
1697,5,164,2023-02-09,2023-03-26,2023-03-25,6925.86,Compra de Mercadorias,paga,2026-06-19 11:56:25.155571
1698,5,151,2023-02-08,2023-03-10,2023-03-08,12746.54,Logística,paga,2026-06-19 11:56:25.155571
1699,5,153,2023-02-06,2023-02-13,2023-02-12,26187.49,Serviços Terceirizados,paga,2026-06-19 11:56:25.155571
1700,5,151,2023-02-08,2023-03-25,2023-03-23,22669.7,Manutenção,paga,2026-06-19 11:56:25.155571
1701,5,149,2023-03-03,2023-04-17,2023-04-19,81740.55,Folha de Pagamento,paga,2026-06-19 11:56:25.157085
1702,5,151,2023-03-09,2023-04-08,2023-04-07,40870.27,Impostos,paga,2026-06-19 11:56:25.157085
1703,5,153,2023-03-10,2023-03-17,2023-03-15,20435.14,Aluguel,paga,2026-06-19 11:56:25.157085
1704,5,160,2023-03-06,2023-04-20,2023-04-22,12771.96,Tecnologia,paga,2026-06-19 11:56:25.157085
1705,5,149,2023-03-06,2023-04-20,2023-04-21,15326.35,Marketing,paga,2026-06-19 11:56:25.157085
1706,5,156,2023-03-10,2023-04-09,2023-04-11,10217.57,Energia,paga,2026-06-19 11:56:25.157085
1707,5,150,2023-03-06,2023-03-27,2023-03-25,10857.85,Compra de Mercadorias,paga,2026-06-19 11:56:25.157085
1708,5,153,2023-03-01,2023-04-15,2023-04-13,11212.99,Logística,paga,2026-06-19 11:56:25.157085
1709,5,165,2023-03-09,2023-03-30,2023-03-28,19635.03,Serviços Terceirizados,paga,2026-06-19 11:56:25.157085
1710,5,153,2023-03-08,2023-03-23,2023-03-21,32371.5,Manutenção,paga,2026-06-19 11:56:25.157085
1711,5,150,2023-04-03,2023-05-18,2023-05-16,71996.33,Folha de Pagamento,paga,2026-06-19 11:56:25.157085
1712,5,151,2023-04-10,2023-05-10,2023-05-09,35998.16,Impostos,paga,2026-06-19 11:56:25.157085
1713,5,158,2023-04-05,2023-05-05,2023-05-07,17999.08,Aluguel,paga,2026-06-19 11:56:25.157085
1714,5,152,2023-04-10,2023-05-01,2023-05-01,11249.43,Tecnologia,paga,2026-06-19 11:56:25.157085
1715,5,162,2023-04-04,2023-05-19,2023-05-19,13499.31,Marketing,paga,2026-06-19 11:56:25.157085
